"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"MK212485","1700","Canine","4 (HA)","H3N2","China","N","2017/03/28","Influenza A virus (A/canine/Nanjing/20170328-7/2017)","","","","","","nc"
"MK212477","1700","Canine","4 (HA)","H3N2","China","N","2017/04/19","Influenza A virus (A/canine/Nanjing/20170419-12/2017)","","","","","","nc"
"MK212469","1700","Canine","4 (HA)","H3N2","China","N","2017/05/15","Influenza A virus (A/canine/Nanjing/20170515-25/2017)","","","","","","nc"
"MK212461","1700","Canine","4 (HA)","H3N2","China","N","2017/06/07","Influenza A virus (A/canine/Nanjing/20170607-40/2017)","","","","","","nc"
"MK212453","1700","Canine","4 (HA)","H3N2","China","N","2017/06/20","Influenza A virus (A/canine/Nanjing/20170620-47/2017)","","","","","","nc"
"MK212445","1700","Canine","4 (HA)","H3N2","China","N","2017/07/04","Influenza A virus (A/canine/Nanjing/20170704-53/2017)","","","","","","nc"
"MK212437","1700","Canine","4 (HA)","H3N2","China","N","2017/06/22","Influenza A virus (A/canine/Shanghai/20170622-7/2017)","","","","","","nc"
"MK212429","1700","Canine","4 (HA)","H3N2","China","N","2017/07/13","Influenza A virus (A/canine/Shanghai/20170713-18/2017)","","","","","","nc"
"MK212421","1700","Canine","4 (HA)","H3N2","China","N","2017/07/21","Influenza A virus (A/canine/Shanghai/20170721-36/2017)","","","","","","nc"
"MK212413","1701","Canine","4 (HA)","H3N2","China","N","2017/06/01","Influenza A virus (A/canine/Xi'an/20170601-157/2017)","","","","","","c"
"MK212405","1701","Canine","4 (HA)","H3N2","China","N","2017/06/01","Influenza A virus (A/canine/Xi'an/20170601-159/2017)","","","","","","c"
"JF714153","1701","Canine","4 (HA)","H3N2","China","N","2010/09/30","Influenza A virus (A/canine/Zhejiang/1/2010(H3N2))","","","","","","c"
"KY415634","1739","Avian","4 (HA)","H3N2","China","N","2016/03/03","Influenza A virus (A/chicken/Ganzhou/GZ157/2016(H3N2))","","","","","","c"
"KY415635","1739","Avian","4 (HA)","H3N2","China","N","2016/01/27","Influenza A virus (A/chicken/Ganzhou/GZ43/2016(H3N2))","","","","","","c"
"KJ917390","1743","Avian","4 (HA)","H3N2","China","N","2013/02","Influenza A virus (A/chicken/Guangdong/01/2013(H3N2))","","","","","","c"
"KT022237","1765","Avian","4 (HA)","H3N2","China","N","2009/04","Influenza A virus (A/chicken/Guangxi/015C10/2009(H3N2))","","","","","","c"
"KT022261","1765","Avian","4 (HA)","H3N2","China","N","2010/07","Influenza A virus (A/chicken/Guangxi/073C2/2010(H3N2))","","","","","","c"
"KT022277","1765","Avian","4 (HA)","H3N2","China","N","2012","Influenza A virus (A/chicken/Guangxi/125C8/2012(H3N2))","","","","","","c"
"KT022293","1765","Avian","4 (HA)","H3N2","China","N","2013/03","Influenza A virus (A/chicken/Guangxi/135C10/2013(H3N2))","","","","","","c"
"KT022317","1765","Avian","4 (HA)","H3N2","China","N","2014/04","Influenza A virus (A/chicken/Guangxi/165C7/2014(H3N2))","","","","","","c"
"KM222548","1701","Avian","4 (HA)","H3N2","China","N","2013/08/15","Influenza A virus (A/chicken/Shanghai/LPM2/2013(H3N2))","","","","","","c"
"KP765882","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1454/2014(H3N2))","","","","","","c"
"KP765883","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1455/2014(H3N2))","","","","","","c"
"KP765884","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1456/2014(H3N2))","","","","","","c"
"KP765885","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1457/2014(H3N2))","","","","","","c"
"KP765886","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1458/2014(H3N2))","","","","","","c"
"KP765888","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1463/2014(H3N2))","","","","","","c"
"KP765889","1696","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1464/2014(H3N2))","","","","","","p"
"KP765891","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1467/2014(H3N2))","","","","","","c"
"KP765892","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1472/2014(H3N2))","","","","","","c"
"KP765894","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1477/2014(H3N2))","","","","","","c"
"KP765901","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1710/2014(H3N2))","","","","","","c"
"KP765903","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1785/2014(H3N2))","","","","","","c"
"KP765904","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1786/2014(H3N2))","","","","","","c"
"KP765906","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1789/2014(H3N2))","","","","","","c"
"KP765907","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1790/2014(H3N2))","","","","","","c"
"KP765908","1137","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1791/2014(H3N2))","","","","","","p"
"KP765909","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1792/2014(H3N2))","","","","","","c"
"KP765910","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1796/2014(H3N2))","","","","","","c"
"KP765911","1686","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1798/2014(H3N2))","","","","","","p"
"KP765912","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1803/2014(H3N2))","","","","","","c"
"KP765914","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1808/2014(H3N2))","","","","","","c"
"KP765915","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1809/2014(H3N2))","","","","","","c"
"KP765916","1695","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1810/2014(H3N2))","","","","","","p"
"KP765917","1695","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1813/2014(H3N2))","","","","","","p"
"KP765918","1104","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1817/2014(H3N2))","","","","","","p"
"KP765920","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1819/2014(H3N2))","","","","","","c"
"KP765921","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1820/2014(H3N2))","","","","","","c"
"KP765922","1695","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1826/2014(H3N2))","","","","","","p"
"KP765923","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1827/2014(H3N2))","","","","","","c"
"KP765924","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1830/2014(H3N2))","","","","","","c"
"KP765926","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1832/2014(H3N2))","","","","","","c"
"KP765927","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1834/2014(H3N2))","","","","","","c"
"KP765928","1626","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1835/2014(H3N2))","","","","","","p"
"KP765929","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1836/2014(H3N2))","","","","","","c"
"KP765930","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1838/2014(H3N2))","","","","","","c"
"KP765931","1695","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1840/2014(H3N2))","","","","","","p"
"KP765932","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1841/2014(H3N2))","","","","","","c"
"KP765933","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1843/2014(H3N2))","","","","","","c"
"KP765934","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1849/2014(H3N2))","","","","","","c"
"KP765935","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1860/2014(H3N2))","","","","","","c"
"KP765936","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1861/2014(H3N2))","","","","","","c"
"KP765937","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1862/2014(H3N2))","","","","","","c"
"KP765938","1700","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1865/2014(H3N2))","","","","","","nc"
"KP765939","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1870/2014(H3N2))","","","","","","c"
"KP765940","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1876/2014(H3N2))","","","","","","c"
"KP765941","1700","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1877/2014(H3N2))","","","","","","nc"
"KP765942","1700","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1878/2014(H3N2))","","","","","","nc"
"KP765943","1700","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1880/2014(H3N2))","","","","","","nc"
"KP765944","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1885/2014(H3N2))","","","","","","c"
"KP765945","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1886/2014(H3N2))","","","","","","c"
"KP765946","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1887/2014(H3N2))","","","","","","c"
"KP765947","1701","Avian","4 (HA)","H3N2","China","N","2014/04/22","Influenza A virus (A/duck/Anhui/A1888/2014(H3N2))","","","","","","c"
"KT022355","1701","Avian","4 (HA)","H3N2","China","N","2014/02/04","Influenza A virus (A/duck/Anhui/D293/2014(H3N2))","","","","","","c"
"JN003630","1765","Avian","4 (HA)","H3N2","China","N","2009/11/24","Influenza A virus (A/duck/GuangXi/N42/2009(H3N2))","","","","","","c"
"KP765949","1608","Avian","4 (HA)","H3N2","China","N","2014/04/15","Influenza A virus (A/duck/Guangdong/G1529/2014(H3N2))","","","","","","p"
"JX175253","1701","Avian","4 (HA)","H3N2","China","N","2011/12/22","Influenza A virus (A/duck/Guangdong/W12/2011(H3N2))","","","","","","c"
"KT022245","1765","Avian","4 (HA)","H3N2","China","N","2009/04","Influenza A virus (A/duck/Guangxi/015D2/2009(H3N2))","","","","","","c"
"KT022253","1765","Avian","4 (HA)","H3N2","China","N","2010/04","Influenza A virus (A/duck/Guangxi/057D6/2010(H3N2))","","","","","","c"
"KT022269","1765","Avian","4 (HA)","H3N2","China","N","2012","Influenza A virus (A/duck/Guangxi/112D4/2012(H3N2))","","","","","","c"
"KT022301","1765","Avian","4 (HA)","H3N2","China","N","2013/03","Influenza A virus (A/duck/Guangxi/135D20/2013(H3N2))","","","","","","c"
"KU158891","1730","Avian","4 (HA)","H3N2","China","N","2011","Influenza A virus (A/duck/Hebei/B1645-2/2011(H3N2))","","","","","","c"
"KU158892","1765","Avian","4 (HA)","H3N2","China","N","2011","Influenza A virus (A/duck/Hebei/B1646-2/2011(H3N2))","","","","","","c"
"KU158893","1736","Avian","4 (HA)","H3N2","China","N","2011","Influenza A virus (A/duck/Hebei/B1647-1/2011(H3N2))","","","","","","c"
"KX121214","1701","Avian","4 (HA)","H3N2","China","N","2014/11/12","Influenza A virus (A/duck/Hunan/121/2014(H3N2))","","","","","","c"
"KX121222","1701","Avian","4 (HA)","H3N2","China","N","2014/11/12","Influenza A virus (A/duck/Hunan/122/2014(H3N2))","","","","","","c"
"KX121230","1701","Avian","4 (HA)","H3N2","China","N","2014/11/12","Influenza A virus (A/duck/Hunan/139/2014(H3N2))","","","","","","c"
"MG021165","1701","Avian","4 (HA)","H3N2","China","N","2016/09/09","Influenza A virus (A/duck/Jiangshu/YZ916/2016(H3N2))","","","","","","c"
"KP765950","1701","Avian","4 (HA)","H3N2","China","N","2014/04/28","Influenza A virus (A/duck/Jiangsu/J1436/2014(H3N2))","","","","","","c"
"KP765951","1701","Avian","4 (HA)","H3N2","China","N","2014/04/29","Influenza A virus (A/duck/Jiangsu/J1438/2014(H3N2))","","","","","","c"
"KU158894","1753","Avian","4 (HA)","H3N2","China","N","2009","Influenza A virus (A/duck/Shanghai/74-1/2009(H3N2))","","","","","","c"
"JX308801","1765","Avian","4 (HA)","H3N2","China","N","2009/03/01","Influenza A virus (A/duck/Shanghai/C84/2009(H3N2))","","","","","","c"
"KM222556","1701","Avian","4 (HA)","H3N2","China","N","2013/04/26","Influenza A virus (A/duck/Shanghai/SH1/2013(H3N2))","","","","","","c"
"KM222564","1701","Avian","4 (HA)","H3N2","China","N","2013/04/26","Influenza A virus (A/duck/Shanghai/SH2/2013(H3N2))","","","","","","c"
"KM222572","1701","Avian","4 (HA)","H3N2","China","N","2013/04/26","Influenza A virus (A/duck/Shanghai/SH3/2013(H3N2))","","","","","","c"
"KF357818","1663","Avian","4 (HA)","H3N2","China","N","2013/04/06","Influenza A virus (A/duck/Zhejiang/4613/2013(H3N2))","","","","","","p"
"KF357819","1663","Avian","4 (HA)","H3N2","China","N","2013/04/06","Influenza A virus (A/duck/Zhejiang/4625/2013(H3N2))","","","","","","p"
"KF357820","1663","Avian","4 (HA)","H3N2","China","N","2013/04/06","Influenza A virus (A/duck/Zhejiang/4637/2013(H3N2))","","","","","","p"
"KJ439849","1701","Avian","4 (HA)","H3N2","China","N","2013/12/14","Influenza A virus (A/duck/Zhejiang/6D4/2013(H3N2))","","","","","","c"
"KJ439850","1701","Avian","4 (HA)","H3N2","China","N","2013/12/14","Influenza A virus (A/duck/Zhejiang/6D7/2013(H3N2))","","","","","","c"
"KJ439847","1701","Avian","4 (HA)","H3N2","China","N","2013/10/16","Influenza A virus (A/duck/Zhejiang/D11/2013(H3N2))","","","","","","c"
"KJ439848","1701","Avian","4 (HA)","H3N2","China","N","2013/10/16","Influenza A virus (A/duck/Zhejiang/D13/2013(H3N2))","","","","","","c"
"KT022309","1765","Avian","4 (HA)","H3N2","China","N","2013/06","Influenza A virus (A/goose/Guangxi/139G20/2013(H3N2))","","","","","","c"
"CY098254","1703","Avian","4 (HA)","H3N2","China","N","2010/01/16","Influenza A virus (A/mallard/Jiangxi/1-19/2010(H3N2))","","","","","","p"
"CY098262","1731","Avian","4 (HA)","H3N2","China","N","2010/01/16","Influenza A virus (A/mallard/Jiangxi/1-4/2010(H3N2))","","","","","","c"
"CY098270","1703","Avian","4 (HA)","H3N2","China","N","2010/01/14","Influenza A virus (A/mallard/Jiangxi/2-5/2010(H3N2))","","","","","","p"
"KT022285","1765","Avian","4 (HA)","H3N2","China","N","2012/11","Influenza A virus (A/pigeon/Guangxi/128P9/2012(H3N2))","","","","","","c"
"GU086097","1765","Swine","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/swine/Fujian/43/2007(H3N2))","","","","","","c"
"JN105973","1712","Swine","4 (HA)","H3N2","China","N","2007/10/05","Influenza A virus (A/swine/Fujian/F2/2007(H3N2))","","","","","","c"
"KM027911","1701","Swine","4 (HA)","H3N2","China","N","2012/04/12","Influenza A virus (A/swine/Guangdong/1210/2012(H3N2))","","","","","","c"
"KM027919","1701","Swine","4 (HA)","H3N2","China","N","2012/04/12","Influenza A virus (A/swine/Guangdong/1232/2012(H3N2))","","","","","","c"
"KM027927","1701","Swine","4 (HA)","H3N2","China","N","2012/05/10","Influenza A virus (A/swine/Guangdong/1593/2012(H3N2))","","","","","","c"
"KM027935","1701","Swine","4 (HA)","H3N2","China","N","2012/05/10","Influenza A virus (A/swine/Guangdong/1598/2012(H3N2))","","","","","","c"
"KM027943","1701","Swine","4 (HA)","H3N2","China","N","2012/05/10","Influenza A virus (A/swine/Guangdong/1599/2012(H3N2))","","","","","","c"
"KM027951","1701","Swine","4 (HA)","H3N2","China","N","2012/05/10","Influenza A virus (A/swine/Guangdong/1601/2012(H3N2))","","","","","","c"
"KM029735","1701","Swine","4 (HA)","H3N2","China","N","2012/08/16","Influenza A virus (A/swine/Guangdong/2863/2012(H3N2))","","","","","","c"
"KM029807","1701","Swine","4 (HA)","H3N2","China","N","2012/08/23","Influenza A virus (A/swine/Guangdong/2919/2012(H3N2))","","","","","","c"
"KM027607","1701","Swine","4 (HA)","H3N2","China","N","2011/10/20","Influenza A virus (A/swine/Guangdong/3488/2011(H3N2))","","","","","","c"
"KM027615","1701","Swine","4 (HA)","H3N2","China","N","2011/10/20","Influenza A virus (A/swine/Guangdong/3494/2011(H3N2))","","","","","","c"
"KM027623","1701","Swine","4 (HA)","H3N2","China","N","2011/10/20","Influenza A virus (A/swine/Guangdong/3502/2011(H3N2))","","","","","","c"
"KM027759","1701","Swine","4 (HA)","H3N2","China","N","2011/11/10","Influenza A virus (A/swine/Guangdong/3767/2011(H3N2))","","","","","","c"
"KM027895","1701","Swine","4 (HA)","H3N2","China","N","2012/03/22","Influenza A virus (A/swine/Guangdong/938/2012(H3N2))","","","","","","c"
"KM027903","1701","Swine","4 (HA)","H3N2","China","N","2012/03/22","Influenza A virus (A/swine/Guangdong/947/2012(H3N2))","","","","","","c"
"JX096504","1701","Swine","4 (HA)","H3N2","China","N","2011/02/27","Influenza A virus (A/swine/Guangdong/L21/2011(H3N2))","","","","","","c"
"JX494706","1701","Swine","4 (HA)","H3N2","China","N","2010/02","Influenza A virus (A/swine/Guangdong/L22/2010(H3N2))","","","","","","c"
"JX494714","1701","Swine","4 (HA)","H3N2","China","N","2010/02","Influenza A virus (A/swine/Guangdong/L23/2010(H3N2))","","","","","","c"
"JX414232","1701","Swine","4 (HA)","H3N2","China","N","2010/02","Influenza A virus (A/swine/Guangdong/L5/2010(H3N2))","","","","","","c"
"KM029711","1701","Swine","4 (HA)","H3N2","China","N","2012/08/09","Influenza A virus (A/swine/Guangdong/NS2701/2012(H3N2))","","","","","","c"
"KM029719","1701","Swine","4 (HA)","H3N2","China","N","2012/08/09","Influenza A virus (A/swine/Guangdong/NS2712/2012(H3N2))","","","","","","c"
"KM029727","1701","Swine","4 (HA)","H3N2","China","N","2012/08/09","Influenza A virus (A/swine/Guangdong/NS2717/2012(H3N2))","","","","","","c"
"KM029743","1701","Swine","4 (HA)","H3N2","China","N","2012/08/23","Influenza A virus (A/swine/Guangdong/NS2883/2012(H3N2))","","","","","","c"
